
================================================================================
Training session started at: 2025-06-11T14:16:08.008139
Configuration: epochs=30, batch_size=64, lr=0.0001
Preprocessed data: /data2/xxw_data/projects/LLM/coconut/data/gsm_train_embeddings_optimized_debug.pkl
================================================================================
Step	Epoch	Loss		Learning_Rate	Timestamp
--------------------------------------------------------------------------------

================================================================================
Training session started at: 2025-06-11T14:16:08.211804
Configuration: epochs=30, batch_size=64, lr=0.0001
Preprocessed data: /data2/xxw_data/projects/LLM/coconut/data/gsm_train_embeddings_optimized_debug.pkl
================================================================================
Step	Epoch	Loss		Learning_Rate	Timestamp
--------------------------------------------------------------------------------
123	16	98.1925		0.000100		15:23:52
123	16	96.5232		0.000100		15:23:52
124	16	102.0394		0.000100		15:24:15
124	16	99.3840		0.000100		15:24:15
125	16	96.5982		0.000100		15:24:42
125	16	98.7912		0.000100		15:24:42
126	16	94.9497		0.000100		15:25:12
126	16	95.1156		0.000100		15:25:12
127	16	100.1968		0.000100		15:25:38
127	16	98.5634		0.000100		15:25:38
128	16	95.5711		0.000100		15:26:01
128	16	89.7403		0.000100		15:26:01
129	17	101.5325		0.000100		15:27:17
129	17	106.8754		0.000100		15:27:17
130	17	114.5634		0.000100		15:27:47
130	17	91.6225		0.000100		15:27:47
131	17	98.9059		0.000100		15:28:10
131	17	95.3467		0.000100		15:28:10
132	17	94.0119		0.000100		15:28:40
132	17	100.3910		0.000100		15:28:40
133	17	99.4530		0.000100		15:29:03
133	17	96.9537		0.000100		15:29:03
134	17	84.9670		0.000100		15:29:23
134	17	103.3040		0.000100		15:29:23
135	17	83.8648		0.000100		15:29:50
135	17	95.5719		0.000100		15:29:50
136	17	90.9440		0.000100		15:30:14
136	17	188.6957		0.000100		15:30:14
137	18	98.0277		0.000100		15:31:34
137	18	93.9650		0.000100		15:31:34
138	18	89.3470		0.000100		15:32:01
138	18	135.9390		0.000100		15:32:01
139	18	91.8879		0.000100		15:32:24
139	18	85.9014		0.000100		15:32:24
140	18	78.7400		0.000100		15:32:51
140	18	90.9234		0.000100		15:32:51
141	18	85.9260		0.000100		15:33:18
141	18	85.9050		0.000100		15:33:18
142	18	84.1311		0.000100		15:33:48
142	18	94.4655		0.000100		15:33:48
143	18	88.3266		0.000100		15:34:18
143	18	110.5149		0.000100		15:34:18
144	18	95.7060		0.000100		15:34:42
144	18	92.5764		0.000100		15:34:42
145	19	90.4999		0.000100		15:36:02
145	19	74.1323		0.000100		15:36:02
146	19	85.4689		0.000100		15:36:25
146	19	89.1654		0.000100		15:36:25
147	19	86.8097		0.000100		15:36:52
147	19	75.0199		0.000100		15:36:52
148	19	93.7563		0.000100		15:37:22
148	19	93.7042		0.000100		15:37:22
149	19	80.7486		0.000100		15:37:48
149	19	83.2691		0.000100		15:37:48
150	19	88.9627		0.000100		15:38:08
150	19	99.5719		0.000100		15:38:08
151	19	81.8739		0.000100		15:38:34
151	19	89.6534		0.000100		15:38:34
152	19	80.8107		0.000100		15:39:01
152	19	129.6445		0.000100		15:39:01
153	20	86.1240		0.000100		15:40:16
153	20	96.9073		0.000100		15:40:16
154	20	86.3316		0.000100		15:40:39
154	20	91.0356		0.000100		15:40:39
155	20	82.0455		0.000100		15:41:06
155	20	143.8188		0.000100		15:41:06
156	20	81.1930		0.000100		15:41:36
156	20	92.8437		0.000100		15:41:36
157	20	85.8790		0.000100		15:42:02
157	20	82.9618		0.000100		15:42:02
158	20	86.7740		0.000100		15:42:32
158	20	74.9654		0.000100		15:42:32
159	20	81.9130		0.000100		15:42:58
159	20	85.4099		0.000100		15:42:58
160	20	72.0024		0.000100		15:43:24
160	20	84.0833		0.000100		15:43:24
161	21	142.7629		0.000100		15:44:47
161	21	87.3491		0.000100		15:44:47
162	21	75.6539		0.000100		15:45:13
162	21	82.2928		0.000100		15:45:14
163	21	81.8321		0.000100		15:45:43
163	21	70.8099		0.000100		15:45:43
164	21	77.2212		0.000100		15:46:06
164	21	72.2099		0.000100		15:46:06
165	21	79.7765		0.000100		15:46:33
165	21	84.7639		0.000100		15:46:33
166	21	77.0508		0.000100		15:46:56
166	21	80.6690		0.000100		15:46:56
167	21	71.5562		0.000100		15:47:19
167	21	68.7764		0.000100		15:47:19
168	21	80.2067		0.000100		15:47:45
168	21	76.7617		0.000100		15:47:45
169	22	73.1244		0.000100		15:49:08
169	22	70.5260		0.000100		15:49:08
170	22	139.4816		0.000100		15:49:31
170	22	78.9495		0.000100		15:49:31
171	22	89.6726		0.000100		15:50:01
171	22	77.2878		0.000100		15:50:01
172	22	73.8358		0.000100		15:50:24
172	22	83.2191		0.000100		15:50:24
173	22	71.6675		0.000100		15:50:47
173	22	78.5574		0.000100		15:50:47
174	22	73.9254		0.000100		15:51:14
174	22	70.5380		0.000100		15:51:14
175	22	77.3246		0.000100		15:51:43
175	22	86.7085		0.000100		15:51:43
176	22	71.2754		0.000100		15:52:07
176	22	74.9050		0.000100		15:52:07
177	23	75.6005		0.000100		15:53:26
177	23	116.2377		0.000100		15:53:26
178	23	80.6999		0.000100		15:53:46
178	23	75.7862		0.000100		15:53:46
179	23	79.3505		0.000100		15:54:16
179	23	89.1248		0.000100		15:54:16
180	23	81.1115		0.000100		15:54:45
180	23	65.8950		0.000100		15:54:45
181	23	77.6312		0.000100		15:55:12
181	23	71.8539		0.000100		15:55:12
182	23	68.2077		0.000100		15:55:35
182	23	65.3033		0.000100		15:55:35
183	23	68.0100		0.000100		15:55:58
183	23	78.2783		0.000100		15:55:58
184	23	68.3735		0.000100		15:56:24
184	23	82.3860		0.000100		15:56:24
185	24	66.9693		0.000100		15:57:41
185	24	80.2220		0.000100		15:57:41
186	24	79.5426		0.000100		15:58:11
186	24	74.8855		0.000100		15:58:11
187	24	71.0942		0.000100		15:58:38
187	24	76.4266		0.000100		15:58:38
188	24	77.5416		0.000100		15:59:05
188	24	68.1384		0.000100		15:59:05
189	24	73.4811		0.000100		15:59:32
189	24	78.5394		0.000100		15:59:32
190	24	73.9499		0.000100		15:59:55
190	24	69.7845		0.000100		15:59:55
191	24	70.3316		0.000100		16:00:21
191	24	109.7390		0.000100		16:00:21
192	24	70.0873		0.000100		16:00:45
192	24	73.6624		0.000100		16:00:45
193	25	66.2567		0.000100		16:02:03
193	25	72.6749		0.000100		16:02:03
194	25	72.1466		0.000100		16:02:33
194	25	73.4245		0.000100		16:02:33
195	25	65.4431		0.000100		16:02:57
195	25	75.6166		0.000100		16:02:57
196	25	66.6047		0.000100		16:03:24
196	25	105.0133		0.000100		16:03:24
197	25	62.7625		0.000100		16:03:54
197	25	75.7105		0.000100		16:03:54
198	25	60.2220		0.000100		16:04:14
198	25	66.3496		0.000100		16:04:14
199	25	69.6607		0.000100		16:04:37
199	25	69.1579		0.000100		16:04:37
200	25	72.1424		0.000100		16:05:00
200	25	62.4233		0.000100		16:05:00
201	26	73.8773		0.000100		16:06:13
201	26	64.1087		0.000100		16:06:13
202	26	66.8885		0.000100		16:06:43
202	26	74.6961		0.000100		16:06:43
203	26	69.3438		0.000100		16:07:06
203	26	71.4616		0.000100		16:07:06
204	26	64.1195		0.000100		16:07:35
204	26	63.1725		0.000100		16:07:35
205	26	75.8699		0.000100		16:07:58
205	26	70.3149		0.000100		16:07:58
206	26	76.4473		0.000100		16:08:21
206	26	62.9929		0.000100		16:08:21
207	26	77.6759		0.000100		16:08:47
207	26	65.6630		0.000100		16:08:47
208	26	63.0019		0.000100		16:09:14
208	26	108.5665		0.000100		16:09:14
209	27	80.5216		0.000100		16:10:37
209	27	70.3270		0.000100		16:10:37
210	27	75.4943		0.000100		16:11:04
210	27	59.1350		0.000100		16:11:04
211	27	69.7908		0.000100		16:11:33
211	27	69.6821		0.000100		16:11:33
212	27	60.4722		0.000100		16:11:56
212	27	65.8295		0.000100		16:11:56
213	27	66.8070		0.000100		16:12:20
213	27	97.7654		0.000100		16:12:20
214	27	63.8045		0.000100		16:12:46
214	27	61.7158		0.000100		16:12:46
215	27	73.6792		0.000100		16:13:09
215	27	73.4393		0.000100		16:13:09
216	27	69.2054		0.000100		16:13:32
216	27	84.0945		0.000100		16:13:32
217	28	57.6277		0.000100		16:14:47
217	28	108.8125		0.000100		16:14:47
218	28	72.6257		0.000100		16:15:13
218	28	63.1809		0.000100		16:15:13
